id,category,app,official_hint,what_it_does,auth_methods,self_serve_or_gated,api_surface,api_breadth,mcp,buildability,main_blocker,evidence_url,confidence,agent_source,verification_status,verification_notes
49,Ecommerce,Amazon Selling Partner,developer-docs.amazon.com/sp-api,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.bing.com/aclick?ld=e8Fd7CrKdonOiuL9rchaRr_DVUCUwgnCT0r6PZd8tCNUmOkWTTNngup7XfKp8fFTi6Htsp4D6-uNBt5qfxoLpBHhBN7Ohs4zQ9oWxqoTmlcyaq9IDvZ-Q02rMkKIrX9PLkV9c8mi-hEslFEl3dQMvH_BdrRHVE6o1Wka0G6zI4RZt-Ve4zLBU6Xk02jAv9CpegVRPSz7ndb2VXgzRBfyyZosohsfw&u=aHR0cHMlM2ElMmYlMmZ3d3cuYW1hem9uLmluJTJmYnVzaW5lc3MlMmZyZWdpc3RlciUyZm9yZyUyZmxhbmRpbmclM2YlMjZyZWZfJTNkb2N0b3NibmdfQlJIRzAxNURiZSUyNmVmX2lkJTNkJTNhRyUzYXMlMjZzX2t3Y2lkJTNkQUwhOTAxMiEzISFwISFvISFhYm91dCUyNTIwYW1hem9uJTI1MjBidXNpbmVzcyE0MTQ1OTg4MDIhMTI2NDQzOTE3NDg0MTk3MiUyNm1zY2xraWQlM2RkMmVlMjE2YWZlMWQxYzg4NDM2MzRiZGExOWM1MDg5ZA&rlid=d2ee216afe1d1c8843634bda19c5089d,Low,https://www.bing.com/aclick?ld=e8Fd7CrKdonOiuL9rchaRr_DVUCUwgnCT0r6PZd8tCNUmOkWTTNngup7XfKp8fFTi6Htsp4D6-uNBt5qfxoLpBHhBN7Ohs4zQ9oWxqoTmlcyaq9IDvZ-Q02rMkKIrX9PLkV9c8mi-hEslFEl3dQMvH_BdrRHVE6o1Wka0G6zI4RZt-Ve4zLBU6Xk02jAv9CpegVRPSz7ndb2VXgzRBfyyZosohsfw&u=aHR0cHMlM2ElMmYlMmZ3d3cuYW1hem9uLmluJTJmYnVzaW5lc3MlMmZyZWdpc3RlciUyZm9yZyUyZmxhbmRpbmclM2YlMjZyZWZfJTNkb2N0b3NibmdfQlJIRzAxNURiZSUyNmVmX2lkJTNkJTNhRyUzYXMlMjZzX2t3Y2lkJTNkQUwhOTAxMiEzISFwISFvISFhYm91dCUyNTIwYW1hem9uJTI1MjBidXNpbmVzcyE0MTQ1OTg4MDIhMTI2NDQzOTE3NDg0MTk3MiUyNm1zY2xraWQlM2RkMmVlMjE2YWZlMWQxYzg4NDM2MzRiZGExOWM1MDg5ZA&rlid=d2ee216afe1d1c8843634bda19c5089d | https://www.bing.com/aclick?ld=e8Nf6vgjiLOZSsT483sSE3LzVUCUzoco6lMe3l-aPG22Y6YuLsZSLh5Zy5607kOVnYlNzPSEsB83i-RAqf4I7bWA3I6EqqLAlJ9yMRwM8dP9tc1eyJDzknfamypvPn_gL1c410_sDMClslzWhDRFm9XfEZ5RtYhdVtCWPOy3Rcsu7_nw_eCZCXKNEH18xgShRQ-vMv9I5onzTjXyjnet_m2R_jio4&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ2lmdGJpdC5jb20lMmZnaWZ0LWNhcmQtYXBpJTNmaDElM2QlMjZmb2N1cyUzZCUyNmgyJTNkJTI2dXRtX2NhbXBhaWduJTNkTVNOLUNBTl9NYXN0ZXJjYXJkLVVTX0ludGVybmF0aW9uYWwlMjZ1dG1fbWVkaXVtJTNkcHBjJTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fdGVybSUzZHZpcnR1YWwlMjUyMGNhcmQlMjUyMGFwaSUyNm1zY2xraWQlM2Q2MjNhZGExNjA2OWQxZDRlZjNmMGIwYTZlMTQ1ZDdkNiUyNnV0bV9jb250ZW50JTNkQVBJ&rlid=623ada16069d1d4ef3f0b0a6e145d7d6 | https://www.bing.com/aclick?ld=e8SS5Tm6Ccrw6n13RF6pzQOTVUCUy7ClHdVK_2lcibVpxOeOEo3St1GcQge4NE0HdipOa26GwOwoqbfjfPadq2Do-bDjXQRcPnhDFt26QK-i-KcARuwOdEqrZLrlcqLjvStgJGbjzqUo2TkyE-0ZHP7wtyKwdDkH32g9v2xYIa1WRZprd-OvOzhrTXBrdAH5URa1nOgdOiVsxAFoEnT4wYmt3lFNc&u=aHR0cHMlM2ElMmYlMmZ3d3cuYW1hem9uLmluJTJmYnVzaW5lc3MlMmZyZWdpc3RlciUyZm9yZyUyZmxhbmRpbmclM2YlMjZyZWZfJTNkb2N0b3NibmdfQlJIRzAxMERiZSUyNmVmX2lkJTNkJTNhRyUzYXMlMjZzX2t3Y2lkJTNkQUwhOTAxMiEzISFwISFvISFhbWF6b24lMjUyMGZvciUyNTIwYjJiITQxNDU5ODgwMiExMjcxMDM2MjQ0NzE1NDUwJTI2bXNjbGtpZCUzZDk2ODBhM2VlNmQ1YzE5YzEwYzkxYzk1ZThhYmQyOWM2&rlid=9680a3ee6d5c19c10c91c95e8abd29c6,Unverified,
50,Ecommerce,fanbasis,fanbasis.com,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,,Unverified,
51,"Data, SEO and Scraping",DataForSEO,docs.dataforseo.com,Provides SEO and scraping data via a RESTful API.,Basic,Self-serve,REST,Broad,Unknown,Yes,None,https://docs.dataforseo.com/v3/auth/,High,https://docs.dataforseo.com/v3/auth/ | https://docs.dataforseo.com/v3/ | https://docs.dataforseo.com/v3/dataforseo_labs-overview/ | https://docs.dataforseo.com/v3/migration_guide_v3/ | https://docs.dataforseo.com/v3/on_page-task_post/,Unverified,
52,"Data, SEO and Scraping",SE Ranking,seranking.com/api,SE Ranking is an SEO platform that provides data and analytics through a RESTful API.,API key,Self-serve,REST,Moderate,Unknown,Yes,None,https://seranking.com/api/data/getting-started/,High,https://seranking.com/api/data/getting-started/ | https://seranking.com/api/se-visible/getting-started/ | https://help.seranking.com/hc/en-us/articles/22447958135068-Getting-Started-with-SE-Ranking-s-API,Unverified,
53,"Data, SEO and Scraping",Ahrefs,ahrefs.com/api,"SEO and marketing intelligence platform exposing search, backlink, ranking, and visibility data through APIs.",API key,Paid-plan required,REST,Broad,Yes,Partial,Eligible paid plans/API units and workspace owner/admin access are required for API-key management; MCP is also plan-gated.,https://docs.ahrefs.com/en/api/docs/introduction,Low,https://docs.ahrefs.com/en/api/docs/introduction,Verified,Manually/document verified against official source.
54,"Data, SEO and Scraping",MrScraper,docs.mrscraper.com,"Provides web scraping services via CLI and API, returning structured JSON data from sites like Amazon, Walmart, and Google.",Unknown,Self-serve,CLI,Narrow,Yes,Yes,None,https://docs.mrscraper.com,Medium,https://www.bing.com/aclick?ld=e8Q5qzw0NMPj3tvaMWruaaxzVUCUyUHY37o3RvaZLY0trNXafnKGNkdzHYlxyaDPXEwqeojqhqKOmJ5oYHZQp8oxVWW8f1zASc6rws_4Z3yXUVbrhjVCRdjgAq0FlbHapVGfpr01xY7aW0bUHfHPw2Rvd0QEdVQfMjXj1uVxPU86mCZPpovc1KPJQweWYR_3mOpzBQQw&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1kZXZlbG9wZXItcG9ydGFsJTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE3OTc3ODA4NDY2NjI3OSUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzczNjYwNDM2MjkyNyUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZoc2FfbXQlM2RwJTI2aHNhX25ldCUzZGFkd29yZHMlMjZoc2FfdmVyJTNkMyUyNm1zY2xraWQlM2RkYjgyMDBmNmRhMWYxN2JhNWY0YjZhNDYzMmEzNGQzOCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZFNNJTI1MjAlMjU3QyUyNTIwTVNBJTI1MjAlMjU3QyUyNTIwQVBBQyUyNTIwJTI1N0MlMjUyMEluZGlhJTI1MjAlMjUyNiUyNTIwVUFFJTI1MjAlMjU3QyUyNTIwQVBJTSUyNTIwLVAlMjZ1dG1fdGVybSUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZ1dG1fY29udGVudCUzZERldmVsb3BtZW50JTI1MjBQb3J0YWw&rlid=db8200f6da1f17ba5f4b6a4632a34d38 | https://www.bing.com/aclick?ld=e8C8bp0lhFe9-kI-w62ekuPDVUCUxLK4Fc29IT_QdtSI2cGBqRhk6kU4jjmVdgS1pcC31MSR6OAti_as6WnyGhMnxMDI-5UiEsNcfKERVy9_Fn4zX0dIB5fh4U-SPyvzkRqd0kkMItXTVaXxDjAQ5A7eeQLixYstvkxAt79SOX0_ApNycnhP9BpANu1-omogP4OsGJjg&u=aHR0cHMlM2ElMmYlMmZ3d3cuc2NyYXBlcmFwaS5jb20lMmZzb2x1dGlvbnMlMmZhaSUyZmNsaSUyZiUzZnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9pZCUzZDQ4ODA5NjU3M18xMjM2OTUyMTQ1MjA0Nzc5JTI2dXRtX2NhbXBhaWduJTNkc2EtYmluZy1nZW90MS1zLWFpJTI2dXRtX2NvbnRlbnQlM2Q3NzMwOTY1NDUyMTUxMCUyNnV0bV90ZXJtJTNkc2NyYXBlJTI1MjBmcm9tJTI1MjB0ZXJtaW5hbCUyNm1zY2xraWQlM2Q0YTQxYjc1MWEwOGYxOGZjZjMyNGRkZTE0ODMzNTkwZiUyNm1hdGNoX3R5cGUlM2RwJTI2ZGV2aWNlJTNkYyUyNm5ldHdvcmslM2RvJTI2dXRtX210JTNkcCUyNnV0bV9kZXZpY2UlM2RkJTI2dXRtX3Rlcm0lM2RzY3JhcGUlMjUyMGZyb20lMjUyMHRlcm1pbmFsJTI2dXRtX2NhbXBhaWduJTNkc2EtYmluZy1nZW90MS1zLWFpJTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2lkJTNkNDg4MDk2NTczXzEyMzY5NTIxNDUyMDQ3NzklMjZtc2Nsa2lkJTNkNGE0MWI3NTFhMDhmMThmY2YzMjRkZGUxNDgzMzU5MGY&rlid=4a41b751a08f18fcf324dde14833590f | https://www.bing.com/aclick?ld=e8llzRN7Vn4c21JpTTfQ9doDVUCUy2DYyfG1tNfqDtNH-Bo_jjLxTHLq_IUtP36QejV6vsXHwSqQFF3K10p7W_mbNMUiuicin_BV8_fzvKPeJ3Ds6Z0FwimWTw5tsitlljGRPYLTxYiw0CUNap07BXA0MAWq_o8uaheZP8dqZI6o3rQn_Qu7AGwxuxoz_WQPoEgiBKtQ&u=aHR0cHMlM2ElMmYlMmZ3d3cuc2NyYXBlcmFwaS5jb20lMmZzb2x1dGlvbnMlMmZhaSUyZm1jcCUyZiUzZnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9pZCUzZDQ4ODA5NjU3M18xMjQxMzUwMTkxMzk5Mjc5JTI2dXRtX2NhbXBhaWduJTNkc2EtYmluZy1nZW90MS1zLWFpJTI2dXRtX2NvbnRlbnQlM2Q3NzU4NDUzMjEyNTQxMyUyNnV0bV90ZXJtJTNkd2ViJTI1MjBzY3JhcGVyJTI1MjBtY3AlMjZtc2Nsa2lkJTNkYzQ4ODhmNmNjNmU4MWI1NjZiZmVlNWRjMmUyODAzMzMlMjZtYXRjaF90eXBlJTNkcCUyNmRldmljZSUzZGMlMjZuZXR3b3JrJTNkbyUyNnV0bV9tdCUzZHAlMjZ1dG1fZGV2aWNlJTNkZCUyNnV0bV90ZXJtJTNkd2ViJTI1MjBzY3JhcGVyJTI1MjBtY3AlMjZ1dG1fY2FtcGFpZ24lM2RzYS1iaW5nLWdlb3QxLXMtYWklMjZ1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1faWQlM2Q0ODgwOTY1NzNfMTI0MTM1MDE5MTM5OTI3OSUyNm1zY2xraWQlM2RjNDg4OGY2Y2M2ZTgxYjU2NmJmZWU1ZGMyZTI4MDMzMw&rlid=c4888f6cc6e81b566bfee5dc2e280333,Unverified,
55,"Data, SEO and Scraping",Apify,docs.apify.com,"Platform for web scraping, browser automation, and data-processing Actors.",token,Self-serve,"REST, SDK",Broad,Yes,Yes,None,https://docs.apify.com/api/v2,Low,https://docs.apify.com/api/v2,Verified,Manually/document verified against official source.
56,"Data, SEO and Scraping",Firecrawl,firecrawl.dev,"Firecrawl is a web data API that allows searching, scraping, and interacting with web content, including JavaScript rendering, PDFs, and site structure extraction.",token,Self-serve,REST,Moderate,Yes,Yes,None,https://docs.firecrawl.dev/api-reference/introduction,High,https://www.bing.com/aclick?ld=e8Q2u9F3Krd8-EMyRD1YeXhDVUCUy3YU4O3IGUuxjOx7FZnaXylvIG1MFwAwhxEs-D6LXhqgRLVKlNVzOrDhK3TmrjEdG6ShnwATzpZXmnGwP1a5njdl7kOGxewFvL9pzAusU09Pob-tf2OOAenHUUhJ1AcwNP7JDiTUdZtvkjwi1cXUK2yqJjS3NhzkCuAGRCGmk1vWk5dnOcCAirpJjkK2uIB9Y&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDI1NzY1NyUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtYXBpYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkZTcwOGIzYTRiYjEzMWJhODU0MmFkOTE0NTIwMzRmYmI&rlid=e708b3a4bb131ba8542ad91452034fbb | https://www.bing.com/aclick?ld=e8EWnXde1oMQF1tthmow3x9DVUCUzamAeJJYTODdlYJd3x_IQua8jA0pAvH4qT4KL6mbVOernjoo98iIqlRqRXBWDC6b-cPmJ6qRAhP1P4ObE_BtBYtV8DqIlmx2TCBuicBl5CHv4YAtGtFJLFq0IJ8_2pzikkwPylpkzVjXQKnc5G1DwBSn5CJYYwzE8A99yJ3mWJR9Gc9whdPK87f7Qm6pPC3Hc&u=aHR0cHMlM2ElMmYlMmZ3d3cuZmlyZWNyYXdsLmRldiUyZiUzZnZpYSUzZHNhbGUx&rlid=bdb9dcc344e519b01ad8b673adf58671 | https://docs.firecrawl.dev/api-reference/introduction | https://www.bing.com/aclick?ld=e8LeYiLbRbXR6414-ZBcujmjVUCUzzPOdQd1WiqfXJpBheElPeZtMhKz547mHJAsJj2Rq-L1PqBFQ8aHE1SNAHAl0tuAijoo5sFqL2zHIm4rasVcM3HtNS7jK25rLf0Vtjsnf6MfccxHPUDa4y9z_e2cbLpPQS8uskdpU9DsI8PIA3YIDJrckpSBeoLYUjxEP3C1FF-W1v4b6pGXQ8_yXneiuyZks&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1kZXZlbG9wZXItcG9ydGFsJTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE3OTc3ODA4NDY2NjI3OSUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzczNjYwNDM2MjkyNyUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZoc2FfbXQlM2RwJTI2aHNhX25ldCUzZGFkd29yZHMlMjZoc2FfdmVyJTNkMyUyNm1zY2xraWQlM2QwNWY1YWIwNDJiYzkxMTk5Yjk0M2MxYjRjMmQ4MGY3MiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZFNNJTI1MjAlMjU3QyUyNTIwTVNBJTI1MjAlMjU3QyUyNTIwQVBBQyUyNTIwJTI1N0MlMjUyMEluZGlhJTI1MjAlMjUyNiUyNTIwVUFFJTI1MjAlMjU3QyUyNTIwQVBJTSUyNTIwLVAlMjZ1dG1fdGVybSUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZ1dG1fY29udGVudCUzZERldmVsb3BtZW50JTI1MjBQb3J0YWw&rlid=05f5ab042bc91199b943c1b4c2d80f72 | https://www.bing.com/aclick?ld=e8Di04QG1WKRq76Ys2jJvclTVUCUwyZTSo5CIqBcz-jdMoavYKeoca19mAtJiHoLIYjOLh-VvE1Eh3HIqwQf-Nc20xLmfKoVl7d4_ouwzW3qqYUXB6o6lveDY1hVZ3wIgC8PCsRf-WjbIDfLVTMN4GgOCpnPm5aLQIwHlo12SSjBnPrzjQDUkQDp8C0tZmFQfUDbZEwThhhBozOkTIxNADwCqmQqg&u=aHR0cHMlM2ElMmYlMmZ3d3cuZmlyZWNyYXdsLmRldiUyZiUzZnZpYSUzZHNhbGUx&rlid=2a5794e03cdb1638a884fe50d5ca9f74,Unverified,
57,"Data, SEO and Scraping",Bright Data,brightdata.com,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,,Unverified,
58,"Data, SEO and Scraping",Sherlock,github.com/sherlock-project/sherlock,Unknown,OAuth2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://github.com/sherlock-project/sherlock,Low,https://github.com/sherlock-iremus/sherlock-sso | https://github.com/sherlock-project/api | https://api.github.com/repos/sherlock-project/sherlock,Unverified,
59,"Data, SEO and Scraping",Waterfall.io,waterfall.io,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,,Unverified,
60,"Data, SEO and Scraping",Clay,clay.com,"Clay is a data, SEO and scraping platform that offers a public API for searching and enriching data.",API key,Self-serve,REST,Moderate,No,Yes,None,https://developers.clay.com/public-api/authentication,High,https://developers.clay.com/public-api/authentication | https://university.clay.com/docs/http-api-integration-overview | https://university.clay.com/docs/clay-api-cli,Unverified,
61,"Developer, Infra and Data platforms",GitHub,docs.github.com/rest,"Create integrations, retrieve data, and automate your workflows with the GitHub REST API.",token,Self-serve,REST,Broad,Yes,Yes,None,https://docs.github.com/v3,High,https://docs.github.com/en/rest/authentication/authenticating-to-the-rest-api | https://docs.github.com/en/rest/authentication | https://docs.github.com/v3 | https://docs.github.com/en/rest/credentials | https://docs.github.com/en/enterprise-cloud@latest/rest/credentials,Unverified,
62,"Developer, Infra and Data platforms",Vercel,vercel.com/docs/rest-api,"Vercel is a platform for building, deploying, and scaling web applications and APIs.",OAuth2,Self-serve,"REST, Webhooks",Moderate,Unknown,Yes,None,https://vercel.com/docs/rest-api,Medium,https://vercel.com/kb/guide/application-authentication-on-vercel | https://vercel.com/kb/guide/complete-guide-authentication-vercel | https://vercel.com/docs/sign-in-with-vercel/authorization-server-api,Unverified,
63,"Developer, Infra and Data platforms",Netlify,docs.netlify.com/api,"Web development and deployment platform for sites, projects, deploys, DNS, and related infrastructure.","OAuth2, token",Self-serve,"REST, SDK, CLI, Webhooks",Broad,Unknown,Yes,None,https://docs.netlify.com/api-and-cli-guides/api-guides/get-started-with-api/,Low,https://docs.netlify.com/api-and-cli-guides/api-guides/get-started-with-api/,Verified,Manually/document verified against official source.
64,"Developer, Infra and Data platforms",Cloudflare,developers.cloudflare.com/api,"Cloudflare provides a cloud-based platform for web performance, security, and infrastructure services, accessible via a comprehensive API.",token,Self-serve,REST,Broad,Yes,Yes,None,https://developers.cloudflare.com/api/,High,https://developers.cloudflare.com/api/ | https://developers.cloudflare.com/fundamentals/api/how-to/make-api-calls/ | https://developers.cloudflare.com/api/overview/ | https://developers.cloudflare.com/r2/api/tokens/ | https://developers.cloudflare.com/api/resources/vulnerability_scanner/subresources/credential_sets/subresources/credentials/methods/get,Unverified,
65,"Developer, Infra and Data platforms",Supabase,supabase.com/docs,"Supabase is an open-source backend platform that provides authentication, database, storage, and real-time services for web and mobile applications.","OAuth2, API key, password, magic link, OTP, social login, SSO",Self-serve,"REST, SDK",Broad,Yes,Yes,None,https://supabase.com/docs/reference/api/introduction,High,https://www.bing.com/aclick?ld=e8GdHcarxLBBCbOg2yD3PP8jVUCUwtvP8fR-RM98EhOQLywG9uGv21EfvwHDadWty_vzwG5l36-1HPICCpQsyP-2aYE5b2ZgpZWeTr62KE5G1QNrTbcXpNRCLKJUukRy97ihNLIx-WBviMLVGqyWCdrllUxH-5Tq4MQyEG7N51ARJ6xP6FwFJ13EhfrLNqFgMgAwd_tw&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDIzMDgxNyUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkMGU2NDllODY3NjNiMThkMDk1YTFmNDM2ODZjNWEwOWY&rlid=0e649e86763b18d095a1f43686c5a09f | https://supabase.com/docs/guides/auth | https://supabase.com/docs/guides/getting-started/api-keys | https://supabase.com/docs/guides/api/api-keys | https://supabase.com/docs/guides/integrations/build-a-supabase-oauth-integration,Unverified,
